,times,sst,sst_err,ftemp,wind,atemp,swrad,humid
531,696612.8799999993,302.6418435493411,1.0,303.0073123175828,0.8764337420055852,302.02171220082244,0.43286631640785456,0.01
532,696622.8799999993,302.63718797432676,1.0,303.0030799766607,0.8642475190057066,302.0197711617099,0.4314068885036775,0.01
533,696632.8799999993,302.6325323993124,1.0,302.99884763573857,0.852061296005828,302.01783012259733,0.4299474605995004,0.01
534,696642.8799999993,302.6278768242981,1.0,302.99461529481647,0.8398750730059495,302.0158890834848,0.4284880326953233,0.01
535,696652.8799999993,302.6232212492838,1.0,302.99038295389437,0.827688850006071,302.0139480443722,0.42702860479114624,0.01
536,696662.8799999993,302.61856567426946,1.0,302.9861506129722,0.8155026270061924,302.01200700525965,0.42556917688696916,0.01
537,696672.8799999993,302.6139100992551,1.0,302.9819182720501,0.8033164040063138,302.0100659661471,0.4241097489827921,0.01
538,696682.8799999993,302.6092545242408,1.0,302.977685931128,0.7911301810064352,302.00812492703454,0.422650321078615,0.01
539,696692.8799999993,302.6045989492265,1.0,302.9734535902059,0.7789439580065566,302.006183887922,0.4211908931744379,0.01
540,696702.8799999993,302.59994337421216,1.0,302.9692212492838,0.766757735006678,302.00424284880944,0.41973146527026084,0.01
541,696712.8799999993,302.5952877991978,1.0,302.96498890836165,0.7545715120067994,302.0023018096969,0.41827203736608376,0.01
542,696722.8799999993,302.59063222418354,1.0,302.96075656743955,0.7423852890069209,302.00036077058434,0.4168126094619067,0.01
543,696732.8799999993,302.5859766491692,1.0,302.95652422651744,0.7301990660070423,301.9984197314718,0.4153531815577296,0.01
544,696742.8799999993,302.58132107415486,1.0,302.95229188559534,0.7180128430071637,301.99647869235923,0.4138937536535526,0.01
545,696752.8799999993,302.5766654991405,1.0,302.94805954467324,0.7058266200072851,301.99453765324665,0.4124343257493755,0.01
546,696762.8799999993,302.57200992412623,1.0,302.9438272037511,0.6936403970074065,301.99259661413413,0.4109748978451984,0.01
