times,sst,sst_err,ftemp,wind,atemp,swrad,humid,boatspd
1249990.320000038,297.433,0.07964383561643835,296.621,3.398,298.995,814.3,0.01,0.7
1250681.5200000363,297.514,0.11398630136986301,296.57599999999996,3.876,298.411,811.4,0.01,1.1
1251372.7200000396,297.534,0.08593150684931507,296.61199999999997,3.427,298.646,816.0,0.01,0.7
1252063.9200000379,297.724,0.05945205479452055,296.697,3.756,298.504,817.6,0.01,0.9
1252755.3599999703,297.7,0.08547945205479453,296.68899999999996,3.749,298.592,815.2,0.01,1.0
1253454.9600000374,297.682,0.08387671232876713,296.678,4.14,298.77,818.1,0.01,1.1
1254146.160000041,297.732,0.1047123287671233,296.657,4.052,298.742,811.6,0.01,1.0
1254837.599999973,297.626,0.08227397260273972,296.584,3.851,298.686,795.5,0.01,0.8
1255537.4399999692,297.867,0.07693150684931507,296.618,4.115,298.846,778.4,0.01,1.0
1256228.87999999,298.032,0.04191780821917808,296.69399999999996,4.003,298.903,762.4,0.01,0.7
1256920.0799999884,298.055,0.0886027397260274,296.721,4.605,298.823,751.7,0.01,0.8
1257619.6799999722,297.995,0.09032876712328769,296.72499999999997,4.903,298.889,741.2,0.01,1.1
1258311.239999999,297.812,0.08817808219178083,296.763,5.079,298.995,739.8,0.01,1.1
1259002.800000031,297.924,0.12197260273972602,296.81,4.218,298.741,583.1,0.01,1.3
1259694.0000000293,297.732,0.052931506849315066,296.58,4.357,298.827,696.2,0.01,1.5
1260394.6319999695,297.775,0.13712328767123289,296.719,4.135,299.139,372.9,0.01,0.8
1261086.6480000182,297.611,0.18771232876712327,296.72499999999997,3.76,298.684,627.0,0.01,4.7
1261787.2799999635,297.249,0.15413698630136988,296.402,4.081,299.208,569.4,0.01,4.8
1262479.4399999527,297.362,0.0876164383561644,296.68399999999997,3.574,298.929,27.9,0.01,1.0
1263171.1199999908,297.287,0.08276712328767122,296.59,5.028,299.154,33.7,0.01,1.3
1263871.2000000095,297.135,0.10301369863013699,296.94899999999996,5.57,299.253,120.9,0.01,1.4
1264562.6400000302,297.061,0.1168767123287671,297.16999999999996,5.694,299.145,262.4,0.01,1.2
1265254.0799999624,297.229,0.064,297.294,6.7,299.438,169.9,0.01,0.0
1265954.159999981,296.713,0.11835616438356164,296.92999999999995,7.191,299.149,387.7,0.01,1.4
1266653.5200000308,296.397,0.04791780821917808,296.68699999999995,7.266,299.066,374.0,0.01,1.3
1267344.720000029,297.096,0.11780821917808221,296.88899999999995,7.44,299.154,301.4,0.01,2.6
1269752.3999999715,298.038,0.0918904109589041,297.64099999999996,5.061,298.849,140.9,0.01,11.2
1270447.68000004,297.173,0.14157534246575343,296.29999999999995,5.869,299.082,84.9,0.01,11.9
1271142.7200000023,297.175,0.25142465753424664,296.23199999999997,5.039,299.446,55.4,0.01,12.0
