DayOfYear,Hour,LocalSunTime,AirTemp,StdDevAirTemp,MeanUncertaintyAirTemp,skintemp,StdDevSkinTemp,MeanUncertaintySkinTemp,lat,long,localday
274.6917,16.6021,8.78623333333333,290.451,0.059,0.015,291.797,0.04,0.013,32.619,-117.238,274.366038888889
274.6998,16.7943,8.97728666666667,290.947,0.064,0.016,292.099,0.023,0.007,32.5941,-117.2552,274.374091111111
274.7078,16.9868,9.16866,290.868,0.075,0.019,292.336,0.04,0.013,32.5694,-117.2721,274.382044166667
274.7399,17.7567,9.93402666666666,291.826,0.051,0.013,293.311,0.029,0.009,32.4706,-117.3401,274.413955277778
274.7479,17.949,10.1252,291.596,0.036,0.009,291.097,0.034,0.011,32.446,-117.357,274.421908333333
274.7559,18.1415,10.3177,291.795,0.049,0.012,291.295,0.045,0.014,32.446,-117.357,274.429908333333
274.7639,18.3339,10.5101,291.827,0.042,0.01,291.402,0.045,0.014,32.446,-117.357,274.437908333333
274.7719,18.5264,10.7026,291.919,0.033,0.008,291.44,0.04,0.013,32.446,-117.357,274.445908333333
274.78,18.719,10.8952,291.901,0.041,0.01,291.403,0.048,0.015,32.446,-117.357,274.454008333333
274.788,18.9114,11.0876,291.983,0.043,0.011,291.44,0.052,0.016,32.446,-117.357,274.462008333333
274.796,19.1038,11.28,291.996,0.031,0.008,291.578,0.067,0.021,32.446,-117.357,274.470008333333
274.804,19.2963,11.4725,292.028,0.048,0.012,291.618,0.052,0.016,32.446,-117.357,274.478008333333
274.812,19.4887,11.6649666666667,291.935,0.042,0.01,291.168,0.045,0.014,32.447,-117.356,274.486011111111
274.82,19.6811,11.8573,292.066,0.032,0.008,291.741,0.041,0.013,32.446,-117.357,274.494008333333
274.8281,19.8737,12.0499,292.109,0.033,0.008,291.983,0.044,0.014,32.446,-117.357,274.502108333333
274.8361,20.066,12.2422,292.063,0.06,0.015,291.28,0.033,0.011,32.446,-117.357,274.510108333333
274.8441,20.2585,12.4347,292.107,0.063,0.016,291.376,0.036,0.011,32.446,-117.357,274.518108333333
274.8521,20.4509,12.6271,292.139,0.091,0.023,290.708,0.066,0.021,32.446,-117.357,274.526108333333
274.8601,20.6434,12.8196,292.187,0.055,0.014,291.648,0.047,0.015,32.446,-117.357,274.534108333333
274.8682,20.8359,13.0121,292.13,0.031,0.008,291.566,0.043,0.014,32.446,-117.357,274.542208333333
274.8762,21.0284,13.2045666666667,292.157,0.071,0.018,291.049,0.041,0.013,32.4475,-117.3575,274.550206944444
274.8842,21.2207,13.3968333333333,292.249,0.022,0.005,292.46,0.034,0.011,32.449,-117.358,274.558205555556
274.8922,21.4132,13.5893333333333,291.966,0.08,0.02,290.518,0.051,0.016,32.4493,-117.358,274.566205555556
274.9002,21.6056,13.7817333333333,291.913,0.088,0.022,290.248,0.061,0.019,32.4497,-117.358,274.574205555556
274.9083,21.7981,13.9742333333333,292.262,0.042,0.011,292.305,0.047,0.015,32.45,-117.358,274.582305555556
274.9163,21.9907,14.1667666666667,292.232,0.034,0.008,292.271,0.05,0.016,32.451,-117.359,274.590302777778
274.9243,22.1845,14.3605333333333,292.222,0.027,0.007,292.407,0.07,0.022,32.453,-117.3595,274.598301388889
274.9324,22.377,14.553,292.177,0.027,0.007,292.241,0.037,0.012,32.455,-117.36,274.6064
274.9404,22.5696,14.7455333333333,292.273,0.03,0.007,292.575,0.029,0.009,32.457,-117.361,274.614397222222
274.9484,22.7617,14.9375666666667,292.186,0.022,0.005,292.553,0.065,0.021,32.458,-117.362,274.622394444444
274.9564,22.9543,15.1301,292.126,0.024,0.006,292.483,0.039,0.012,32.46,-117.363,274.630391666667
274.9645,23.1479,15.3237,292.194,0.055,0.014,291.857,0.058,0.018,32.463,-117.363,274.638491666667
274.9725,23.3406,15.5164,291.984,0.063,0.016,290.905,0.05,0.016,32.463,-117.363,274.646491666667
274.9805,23.5329,15.7087,292.063,0.037,0.009,291.729,0.039,0.012,32.463,-117.363,274.654491666667
274.9886,23.7254,15.9012,291.903,0.039,0.01,291.317,0.047,0.015,32.4632,-117.363,274.662591666667
275.0086,0.2056,16.3814,291.995,0.023,0.006,291.563,0.052,0.016,32.4638,-117.363,274.682591666667
275.0166,0.3981,16.5739,292.061,0.023,0.006,292.452,0.054,0.017,32.464,-117.363,274.690591666667
275.0246,0.5905,16.7666333333333,292.067,0.035,0.009,292.124,0.04,0.013,32.455,-117.358,274.698605555556
275.0326,0.7831,16.9601666666667,292.031,0.036,0.009,292.404,0.049,0.016,32.424,-117.344,274.706644444444
275.0406,0.9754,17.1536,292.135,0.031,0.008,292.773,0.044,0.014,32.39,-117.327,274.714691666667
275.0487,1.1679,17.3472333333333,292.242,0.034,0.008,292.967,0.039,0.012,32.356,-117.31,274.722838888889
275.0567,1.3617,17.5421,292.148,0.043,0.011,292.571,0.037,0.012,32.321,-117.294,274.730883333333
275.0648,1.5542,17.7356,292.111,0.021,0.005,292.471,0.026,0.008,32.284,-117.279,274.739025
275.0979,2.3502,18.536,292.189,0.026,0.006,292.63,0.039,0.012,32.134,-117.213,274.772308333333
275.1061,2.5456,18.7325333333333,292.215,0.04,0.01,292.728,0.034,0.011,32.096,-117.196,274.780555555556
275.1141,2.7381,18.9261666666667,292.174,0.025,0.006,292.672,0.037,0.012,32.061,-117.179,274.788602777778
275.1221,2.9305,19.1197,292.151,0.042,0.011,292.539,0.025,0.008,32.026,-117.162,274.79665
275.1302,3.1243,19.3145666666667,292.17,0.033,0.008,292.635,0.039,0.012,31.988,-117.146,274.804794444444
275.1382,3.3182,19.5094666666667,292.14,0.024,0.006,292.603,0.046,0.015,31.952,-117.131,274.812836111111
275.1463,3.5107,19.7031,292.145,0.032,0.008,292.558,0.027,0.009,31.914,-117.114,274.820983333333
275.1543,3.7031,19.8967,292.146,0.031,0.008,292.436,0.066,0.021,31.877,-117.096,274.829033333333
275.1623,3.8956,20.0903333333333,292.137,0.03,0.007,292.116,0.047,0.015,31.84,-117.079,274.837080555556
275.1703,4.088,20.2838,291.903,0.037,0.009,291.464,0.048,0.015,31.802,-117.063,274.845125
275.1783,4.2806,20.4774666666667,291.487,0.059,0.015,290.121,0.035,0.011,31.765,-117.047,274.853169444444
275.1864,4.4729,20.6708333333333,291.135,0.038,0.009,289.997,0.031,0.01,31.728,-117.031,274.861313888889
275.1944,4.6654,20.8645333333333,291.087,0.028,0.007,290.455,0.032,0.01,31.694,-117.013,274.869363888889
275.2024,4.8578,21.0581333333333,291.053,0.033,0.008,290.596,0.038,0.012,31.66,-116.995,274.877413888889
275.2105,5.0516,21.2530666666667,291.104,0.028,0.007,290.861,0.058,0.018,31.625,-116.978,274.885561111111
275.2185,5.2442,21.4468,291.084,0.032,0.008,290.857,0.04,0.013,31.59,-116.961,274.893608333333
275.2265,5.4365,21.6402333333333,291.008,0.034,0.008,290.619,0.039,0.012,31.555,-116.944,274.901655555555
275.2345,5.629,21.8338,290.834,0.031,0.008,290.279,0.027,0.009,31.519,-116.928,274.9097
275.2426,5.8229,22.0286333333333,290.54,0.012,0.003,289.564,0.046,0.015,31.482,-116.914,274.917838888889
275.2506,6.0154,22.2220666666667,290.385,0.031,0.008,289.598,0.032,0.01,31.447,-116.9,274.925877777778
275.2587,6.2078,22.4154666666667,290.678,0.052,0.013,290.741,0.042,0.013,31.412,-116.885,274.934019444444
275.2667,6.4004,22.6091333333333,290.934,0.042,0.01,291.012,0.058,0.018,31.378,-116.869,274.942063888889
275.2747,6.5927,22.8025,291.389,0.023,0.006,292.151,0.041,0.013,31.345,-116.853,274.950108333333
275.2827,6.7851,22.9959666666667,291.745,0.043,0.011,292.776,0.029,0.009,31.311,-116.837,274.958152777778
275.2907,6.9776,23.1896,291.851,0.029,0.007,292.729,0.03,0.01,31.278,-116.82,274.9662
275.2988,7.17,23.3830666666667,291.937,0.028,0.007,292.762,0.018,0.006,31.243,-116.804,274.974344444444
275.3068,7.364,23.5780666666667,292.005,0.05,0.012,292.83,0.05,0.016,31.209,-116.789,274.982386111111
275.3148,7.5564,23.7715333333333,292.02,0.03,0.007,292.528,0.047,0.015,31.175,-116.773,274.990430555555
275.3229,7.7487,23.9649666666667,291.992,0.036,0.009,292.363,0.042,0.013,31.14,-116.756,274.998577777778
275.3309,7.9412,0.158533333333334,291.991,0.031,0.008,292.186,0.055,0.017,31.105,-116.74,275.006622222222
275.3389,8.1336,0.352066666666667,292.002,0.038,0.01,292.163,0.057,0.018,31.07,-116.723,275.014669444444
275.347,8.3269,0.546433333333334,292.047,0.026,0.007,292.182,0.036,0.012,31.035,-116.707,275.022813888889
275.355,8.5213,0.741833333333334,292.075,0.025,0.006,292.383,0.035,0.011,30.999,-116.692,275.030855555556
275.3631,8.7138,0.935333333333333,292.124,0.029,0.007,292.586,0.027,0.009,30.963,-116.677,275.038997222222
275.3711,8.9064,1.12893333333333,292.045,0.028,0.007,292.524,0.056,0.018,30.927,-116.662,275.047038888889
275.3791,9.0987,1.32216666666667,291.959,0.034,0.009,292.45,0.029,0.009,30.89,-116.648,275.055077777778
275.3871,9.2912,1.5156,291.953,0.04,0.01,292.341,0.02,0.006,30.854,-116.634,275.063116666667
275.3951,9.4836,1.70893333333333,291.96,0.036,0.009,292.462,0.036,0.011,30.817,-116.62,275.071155555556
275.4032,9.6762,1.90246666666667,292.021,0.027,0.007,292.5,0.043,0.013,30.78,-116.606,275.079294444444
275.4112,9.8685,2.0957,292.042,0.027,0.007,292.35,0.033,0.011,30.744,-116.592,275.087333333333
275.4192,10.0611,2.2893,291.845,0.041,0.01,291.442,0.022,0.007,30.707,-116.577,275.095375
275.4272,10.2534,2.48286666666667,290.743,0.04,0.01,288.854,0.026,0.008,30.673,-116.558,275.103427777778
275.4352,10.4459,2.67663333333333,290.68,0.023,0.006,289.434,0.053,0.017,30.641,-116.539,275.111480555556
275.4433,10.6383,2.87023333333333,290.933,0.03,0.008,290.572,0.021,0.007,30.607,-116.521,275.119630555556
275.4513,10.8309,3.06396666666667,291.255,0.026,0.007,291.403,0.041,0.013,30.573,-116.504,275.127677777778
275.4593,11.0232,3.2574,291.522,0.023,0.006,292.112,0.034,0.011,30.538,-116.487,275.135725
275.4673,11.2157,3.45096666666667,291.62,0.033,0.008,292.099,0.032,0.01,30.504,-116.471,275.143769444444
275.4753,11.4081,3.6443,291.542,0.024,0.006,291.569,0.027,0.009,30.469,-116.457,275.151808333333
275.4834,11.6006,3.83773333333333,291.476,0.035,0.009,291.388,0.025,0.008,30.433,-116.443,275.159947222222
275.4914,11.793,4.03113333333333,291.511,0.03,0.008,291.804,0.054,0.017,30.398,-116.428,275.167988888889
275.4994,11.9856,4.22466666666667,291.746,0.035,0.009,292.451,0.053,0.017,30.364,-116.414,275.176027777778
275.5074,12.1779,4.41803333333333,291.806,0.045,0.011,292.586,0.047,0.015,30.33,-116.398,275.184072222222
275.5154,12.3704,4.6116,291.869,0.033,0.008,292.698,0.074,0.023,30.2955,-116.382,275.192116666667
275.5234,12.5628,4.80506666666667,291.927,0.031,0.008,292.689,0.045,0.014,30.261,-116.366,275.200161111111
275.5315,12.7553,4.99863333333333,291.927,0.05,0.013,292.779,0.03,0.009,30.227,-116.35,275.208305555556
275.5395,12.9478,5.19213333333333,291.942,0.055,0.014,292.784,0.046,0.014,30.193,-116.335,275.216347222222
275.5475,13.1403,5.3857,291.981,0.031,0.008,292.69,0.046,0.014,30.158,-116.319,275.224391666667
275.5555,13.3327,5.5791,292.012,0.045,0.011,292.705,0.042,0.013,30.123,-116.304,275.232433333333
275.5635,13.5251,5.7725,292.098,0.036,0.009,292.634,0.047,0.015,30.087,-116.289,275.240475
275.5716,13.7176,5.966,291.544,0.037,0.009,292.53,0.048,0.015,30.051,-116.274,275.248616666667
275.5797,13.9114,6.16086666666667,291.451,0.049,0.012,292.663,0.044,0.014,30.015,-116.258,275.256761111111
275.5876,14.1038,6.35386666666667,291.493,0.04,0.01,292.555,0.033,0.01,29.997,-116.249,275.264686111111
275.5957,14.2964,6.54706666666667,291.4,0.044,0.011,292.612,0.042,0.013,29.975,-116.24,275.272811111111
275.6037,14.4887,6.74036666666667,291.468,0.047,0.012,292.631,0.036,0.011,29.938,-116.225,275.280852777778
275.6117,14.6813,6.93403333333333,291.528,0.047,0.012,292.525,0.038,0.012,29.903,-116.209,275.288897222222
275.6197,14.8736,7.1274,291.489,0.035,0.009,292.524,0.032,0.01,29.868,-116.193,275.296941666667
275.6277,15.0661,7.32103333333333,291.547,0.026,0.007,292.523,0.048,0.015,29.833,-116.176,275.304988888889
275.6358,15.2585,7.51456666666667,291.585,0.032,0.008,292.476,0.032,0.01,29.798,-116.159,275.313136111111
275.6438,15.451,7.70806666666667,291.503,0.039,0.01,292.467,0.034,0.011,29.763,-116.144,275.321177777778
275.6518,15.6435,7.90163333333333,291.583,0.033,0.008,292.575,0.025,0.008,29.729,-116.128,275.329222222222
275.6598,15.8359,8.09496666666667,291.67,0.019,0.005,292.275,0.06,0.019,29.696,-116.114,275.337261111111
275.6678,16.0284,8.2876,291.342,0.047,0.012,292.204,0.044,0.014,29.695,-116.112,275.345266666667
275.6759,16.2208,8.48,291.374,0.029,0.007,292.215,0.024,0.008,29.695,-116.112,275.353366666667
275.6839,16.4134,8.6726,291.334,0.032,0.008,292.181,0.025,0.008,29.695,-116.112,275.361366666667
275.6919,16.6058,8.865,291.481,0.032,0.008,292.257,0.022,0.007,29.695,-116.112,275.369366666667
275.6999,16.7982,9.0574,291.35,0.041,0.01,292.25,0.035,0.011,29.695,-116.112,275.377366666667
275.7079,16.9906,9.2498,291.437,0.025,0.006,292.262,0.05,0.016,29.695,-116.112,275.385366666667
275.716,17.1831,9.4423,291.329,0.029,0.007,292.268,0.033,0.011,29.695,-116.112,275.393466666667
275.724,17.3757,9.6349,291.194,0.03,0.007,292.175,0.035,0.011,29.695,-116.112,275.401466666667
275.732,17.5681,9.8273,291.262,0.036,0.009,292.18,0.029,0.009,29.695,-116.112,275.409466666667
275.74,17.7604,10.0196,291.359,0.037,0.009,292.194,0.042,0.013,29.696,-116.112,275.417466666667
275.748,17.9529,10.2120333333333,291.613,0.026,0.006,292.369,0.054,0.017,29.697,-116.113,275.425463888889
275.756,18.1453,10.4044333333333,291.755,0.019,0.005,292.397,0.027,0.009,29.697,-116.113,275.433463888889
275.7641,18.3378,10.5968666666667,291.912,0.026,0.006,292.441,0.031,0.01,29.698,-116.114,275.441561111111
275.7721,18.5302,10.7892,292.03,0.028,0.007,292.443,0.029,0.009,29.701,-116.115,275.449558333333
275.7801,18.7228,10.9816666666667,292.085,0.021,0.005,292.537,0.05,0.016,29.703,-116.117,275.457552777778
275.7881,18.9151,11.1739,292.208,0.027,0.007,292.601,0.041,0.013,29.705,-116.118,275.46555
275.7961,19.1076,11.3663333333333,292.28,0.024,0.006,292.657,0.037,0.012,29.706,-116.119,275.473547222222
275.8042,19.3002,11.5589333333333,292.311,0.024,0.006,292.511,0.052,0.016,29.706,-116.119,275.481647222222
275.8122,19.4925,11.7512333333333,292.497,0.025,0.006,292.597,0.039,0.012,29.706,-116.119,275.489647222222
275.8202,19.6851,11.9438333333333,292.506,0.038,0.009,292.617,0.031,0.01,29.706,-116.119,275.497647222222
275.8282,19.8776,12.1363333333333,292.592,0.031,0.008,292.624,0.025,0.008,29.706,-116.119,275.505647222222
275.8362,20.0698,12.3285333333333,292.583,0.037,0.009,292.646,0.037,0.012,29.706,-116.119,275.513647222222
275.8443,20.2623,12.5210333333333,292.497,0.025,0.006,292.464,0.031,0.01,29.706,-116.119,275.521747222222
275.8523,20.4548,12.7135333333333,292.552,0.026,0.007,292.534,0.034,0.011,29.707,-116.119,275.529747222222
275.8603,20.6472,12.9060666666667,292.589,0.02,0.005,292.828,0.026,0.008,29.707,-116.117,275.537752777778
275.8683,20.8396,13.0985333333333,292.619,0.016,0.004,292.758,0.055,0.017,29.708,-116.116,275.545755555556
275.8763,21.0321,13.2910333333333,292.952,0.055,0.014,292.774,0.061,0.019,29.711,-116.116,275.553755555556
275.8844,21.2246,13.4836666666667,292.722,0.044,0.011,292.752,0.051,0.016,29.707,-116.114,275.561861111111
275.8924,21.417,13.676,292.676,0.03,0.007,292.87,0.036,0.012,29.708,-116.115,275.569858333333
275.9004,21.6096,13.8686,292.77,0.035,0.009,292.847,0.017,0.005,29.707,-116.115,275.577858333333
275.9084,21.802,14.0609333333333,292.721,0.038,0.01,292.573,0.045,0.014,29.708,-116.116,275.585855555556
275.9165,21.9959,14.2548333333333,292.736,0.049,0.012,292.464,0.036,0.011,29.708,-116.116,275.593955555556
275.9245,22.1882,14.4471333333333,292.73,0.042,0.01,292.419,0.05,0.016,29.708,-116.116,275.601955555556
275.9326,22.382,14.6409333333333,292.776,0.045,0.011,292.427,0.042,0.013,29.708,-116.116,275.610055555556
275.9406,22.5745,14.8334333333333,292.827,0.043,0.011,292.448,0.032,0.01,29.708,-116.116,275.618055555556
275.9486,22.7669,15.0258333333333,292.858,0.056,0.014,292.357,0.026,0.008,29.708,-116.116,275.626055555556
275.9566,22.9594,15.2183333333333,292.898,0.047,0.012,292.633,0.047,0.015,29.708,-116.116,275.634055555556
275.9647,23.152,15.4109333333333,292.893,0.043,0.011,292.438,0.034,0.011,29.708,-116.116,275.642155555556
275.9727,23.3443,15.6036,293.199,0.071,0.018,292.635,0.037,0.012,29.7025,-116.1105,275.650170833333
275.9807,23.5368,15.7964666666667,292.906,0.035,0.009,292.692,0.041,0.013,29.697,-116.105,275.658186111111
275.9887,23.7292,15.9888,292.881,0.031,0.008,292.623,0.039,0.012,29.698,-116.106,275.666183333333
276.0085,0.2042,16.4642666666667,292.912,0.034,0.009,292.647,0.035,0.011,29.663,-116.099,275.686002777778
276.0167,0.3995,16.6603,292.895,0.03,0.008,292.768,0.05,0.016,29.625,-116.088,275.694233333333
276.0247,0.5918,16.8533333333333,292.894,0.035,0.009,292.779,0.03,0.009,29.588,-116.077,275.702263888889
276.0327,0.7843,17.0465,292.975,0.043,0.011,292.791,0.061,0.019,29.551,-116.067,275.710291666667
276.0407,0.9768,17.2396,292.908,0.026,0.006,292.835,0.026,0.008,29.515,-116.058,275.718316666667
276.0487,1.1692,17.4326666666667,292.869,0.036,0.009,292.763,0.065,0.021,29.478,-116.048,275.726344444444
276.0568,1.3632,17.6272666666667,292.819,0.027,0.007,292.762,0.036,0.011,29.44,-116.039,275.734469444444
276.0808,1.939,18.2050666666667,292.402,0.048,0.012,291.499,0.087,0.027,29.329,-116.009,275.758552777778
276.0888,2.1315,18.3982333333333,291.955,0.051,0.013,290.582,0.036,0.011,29.292,-115.999,275.766580555556
276.0969,2.3253,18.5929,291.718,0.045,0.011,290.34,0.032,0.01,29.255,-115.986,275.774716666667
276.1049,2.5191,18.7875,291.381,0.033,0.008,290.14,0.045,0.014,29.217,-115.974,275.78275
276.113,2.7117,18.9807666666667,291.472,0.028,0.007,290.793,0.046,0.015,29.179,-115.964,275.790877777778
276.121,2.904,19.1736666666667,291.5,0.025,0.006,290.887,0.06,0.019,29.141,-115.955,275.798902777778
276.129,3.0965,19.3668333333333,291.566,0.021,0.005,291.243,0.046,0.015,29.103,-115.945,275.806930555556
276.137,3.2889,19.5599666666667,291.744,0.028,0.007,291.699,0.028,0.009,29.066,-115.934,275.814961111111
276.1451,3.4828,19.7547333333333,292.028,0.032,0.008,292.483,0.048,0.015,29.029,-115.921,275.823097222222
276.1531,3.6754,19.9481333333333,292.178,0.02,0.005,292.541,0.04,0.013,28.992,-115.909,275.831130555556
276.1612,3.8678,20.1413333333333,292.144,0.025,0.006,292.319,0.043,0.014,28.955,-115.897,275.839263888889
276.1692,4.0602,20.3344666666667,292.25,0.022,0.006,292.55,0.031,0.01,28.919,-115.886,275.847294444444
276.1772,4.2526,20.5276666666667,292.233,0.028,0.007,292.399,0.034,0.011,28.883,-115.874,275.855327777778
276.1852,4.445,20.7207333333333,292.253,0.026,0.006,292.476,0.055,0.017,28.847,-115.864,275.863355555556
276.1932,4.6375,20.9139,292.271,0.034,0.008,292.54,0.029,0.009,28.811,-115.854,275.871383333333
276.2013,4.8301,21.1071666666667,292.27,0.035,0.009,292.485,0.06,0.019,28.773,-115.844,275.879511111111
276.2093,5.0226,21.3002,292.263,0.023,0.006,292.398,0.028,0.009,28.737,-115.836,275.887533333333
276.2173,5.2149,21.4930333333333,292.214,0.019,0.005,292.406,0.025,0.008,28.7,-115.828,275.895555555556
276.2253,5.4073,21.6859666666667,292.233,0.028,0.007,292.47,0.034,0.011,28.664,-115.82,275.903577777778
276.2333,5.5998,21.879,292.219,0.016,0.004,292.487,0.059,0.019,28.628,-115.812,275.9116
276.2413,5.7923,22.0721,292.187,0.024,0.006,292.388,0.034,0.011,28.592,-115.803,275.919625
276.2494,5.9848,22.2653333333333,292.201,0.023,0.006,292.532,0.035,0.011,28.556,-115.792,275.927755555556
276.2574,6.1773,22.4585,292.164,0.022,0.006,292.432,0.026,0.008,28.52,-115.782,275.935783333333
276.2654,6.3696,22.6514666666667,292.13,0.024,0.006,292.341,0.029,0.009,28.483,-115.772,275.943811111111
276.2734,6.5621,22.8446333333333,292.123,0.032,0.008,292.272,0.018,0.006,28.448,-115.762,275.951838888889
276.2814,6.7545,23.0376333333333,292.101,0.024,0.006,292.383,0.031,0.01,28.411,-115.753,275.959863888889
276.2895,6.947,23.2308,292.046,0.036,0.009,292.331,0.044,0.014,28.375,-115.743,275.967991666667
276.2975,7.1396,23.4241333333333,292.041,0.034,0.008,292.318,0.037,0.012,28.338,-115.732,275.976022222222
276.3055,7.332,23.6172,292.058,0.036,0.009,292.544,0.029,0.009,28.302,-115.722,275.98405
276.3135,7.5243,23.8102333333333,292.119,0.024,0.006,292.584,0.046,0.015,28.266,-115.711,275.992080555556
276.3215,7.7168,0.003800000000001,292.074,0.023,0.006,292.416,0.05,0.016,28.231,-115.695,276.000125
276.3296,7.9092,0.1972,292.093,0.034,0.009,292.462,0.044,0.014,28.195,-115.68,276.008266666667
276.3376,8.1017,0.390699999999999,292.085,0.025,0.006,292.54,0.026,0.008,28.16,-115.665,276.016308333333
276.3456,8.2943,0.584233333333334,292.008,0.031,0.008,292.334,0.031,0.01,28.125,-115.651,276.024347222222
276.3536,8.4867,0.777566666666668,291.96,0.029,0.007,292.154,0.047,0.015,28.091,-115.637,276.032386111111
276.3616,8.679,0.9708,291.926,0.03,0.008,292.24,0.063,0.02,28.057,-115.623,276.040425
276.3697,8.8715,1.16443333333333,291.931,0.025,0.006,292.353,0.039,0.012,28.022,-115.606,276.048572222222
276.3777,9.0639,1.3579,291.982,0.024,0.006,292.448,0.031,0.01,27.987,-115.59,276.056616666667
276.3857,9.2564,1.55126666666667,292.011,0.037,0.009,292.47,0.021,0.007,27.951,-115.577,276.064652777778
276.3937,9.449,1.74473333333333,292.057,0.029,0.007,292.373,0.036,0.011,27.914,-115.564,276.072688888889
276.4017,9.6414,1.93833333333333,291.909,0.022,0.005,291.849,0.036,0.011,27.881,-115.546,276.080738888889
276.4097,9.8337,2.1315,291.822,0.031,0.008,291.861,0.03,0.009,27.844,-115.533,276.088775
276.4178,10.0262,2.32493333333333,291.476,0.029,0.007,290.745,0.063,0.02,27.807,-115.519,276.096913888889
276.4258,10.2186,2.51833333333333,291.296,0.022,0.005,290.844,0.055,0.017,27.772,-115.504,276.104955555556
276.4338,10.411,2.71186666666667,291.396,0.021,0.005,291.164,0.056,0.018,27.738,-115.487,276.113002777778
276.4418,10.6037,2.9057,291.367,0.023,0.006,291.292,0.024,0.008,27.705,-115.47,276.12105
276.4498,10.796,3.09893333333333,291.453,0.042,0.011,291.442,0.04,0.013,27.67,-115.456,276.129088888889
276.4579,10.9885,3.2927,291.539,0.029,0.007,291.72,0.037,0.012,27.636,-115.437,276.137241666667
276.4659,11.1809,3.48696666666667,291.488,0.024,0.006,291.467,0.021,0.007,27.607,-115.409,276.145319444444
276.4739,11.3734,3.68133333333333,291.529,0.028,0.007,291.466,0.028,0.009,27.578,-115.381,276.153397222222
276.4819,11.5659,3.87576666666667,291.729,0.028,0.007,291.646,0.04,0.013,27.55,-115.352,276.161477777778
276.4899,11.7584,4.07026666666667,291.76,0.026,0.007,291.712,0.025,0.008,27.521,-115.322,276.169561111111
276.498,11.9507,4.2645,291.766,0.027,0.007,291.698,0.027,0.009,27.492,-115.293,276.177741666667
276.506,12.1432,4.45886666666667,291.78,0.03,0.008,291.619,0.07,0.022,27.4625,-115.265,276.185819444444
276.514,12.3356,4.65313333333333,291.7,0.027,0.007,291.469,0.051,0.016,27.433,-115.237,276.193897222222
276.522,12.5281,4.8475,291.613,0.032,0.008,291.27,0.039,0.012,27.405,-115.209,276.201975
276.53,12.7205,5.04176666666667,291.757,0.022,0.005,291.348,0.039,0.012,27.378,-115.181,276.210052777778
276.5381,12.9131,5.23623333333333,291.823,0.031,0.008,291.26,0.059,0.019,27.351,-115.153,276.218230555556
276.5461,13.1055,5.43043333333333,291.761,0.027,0.007,291.218,0.024,0.008,27.324,-115.126,276.226305555556
276.5541,13.2979,5.62463333333333,291.563,0.022,0.005,290.818,0.03,0.01,27.296,-115.099,276.234380555556
276.5717,13.721,6.05173333333333,291.052,0.035,0.009,290.066,0.055,0.017,27.237,-115.039,276.252147222222
276.5797,13.9134,6.24593333333333,291.247,0.019,0.005,290.645,0.061,0.019,27.211,-115.012,276.260222222222
276.5877,14.1059,6.44023333333333,291.38,0.043,0.011,290.912,0.041,0.013,27.186,-114.985,276.268297222222
276.5958,14.2984,6.63533333333333,292.044,0.049,0.012,292.489,0.024,0.008,27.178,-114.946,276.276505555556
276.6038,14.4909,6.8305,292.409,0.03,0.008,292.62,0.037,0.012,27.177,-114.906,276.284616666667
276.6118,14.6834,7.02506666666667,292.77,0.023,0.006,292.88,0.071,0.023,27.197,-114.875,276.292702777778
276.6198,14.8757,7.21943333333333,292.996,0.024,0.006,292.903,0.018,0.006,27.217,-114.844,276.300788888889
276.6278,15.0682,7.4138,293.311,0.035,0.009,292.892,0.031,0.01,27.242,-114.816,276.308866666667
276.6359,15.2606,7.60793333333333,293.2,0.026,0.007,292.707,0.042,0.013,27.268,-114.79,276.317038888889
276.6439,15.4531,7.80116666666667,293.757,0.034,0.009,292.758,0.036,0.011,27.301,-114.779,276.325069444444
276.6519,15.6456,7.99273333333333,293.581,0.022,0.006,292.797,0.04,0.013,27.332,-114.793,276.333030555556
276.6599,15.8381,8.1839,292.822,0.026,0.007,292.547,0.05,0.016,27.363,-114.813,276.340975
276.6679,16.0304,8.37386666666667,292.648,0.022,0.006,292.377,0.05,0.016,27.379,-114.848,276.348877777778
276.676,16.2228,8.56373333333333,291.867,0.03,0.007,291.716,0.054,0.017,27.39,-114.886,276.356872222222
276.684,16.4153,8.7537,291.692,0.017,0.004,290.846,0.033,0.01,27.402,-114.924,276.364766666667
276.692,16.6077,8.94436666666667,291.322,0.035,0.009,290.257,0.048,0.015,27.41,-114.95,276.372694444444
276.7,16.8002,9.1368,291.502,0.025,0.006,290.326,0.039,0.012,27.411,-114.951,276.380691666667
276.7081,16.9935,9.3301,291.81,0.036,0.009,290.361,0.03,0.009,27.415,-114.951,276.388791666667
276.7161,17.1865,9.52316666666667,291.705,0.03,0.008,290.419,0.04,0.013,27.418,-114.95,276.396794444444
276.7241,17.379,9.71573333333333,291.482,0.039,0.01,290.438,0.031,0.01,27.421,-114.949,276.404797222222
276.7321,17.5714,9.90813333333333,291.754,0.059,0.015,290.388,0.042,0.013,27.422,-114.949,276.412797222222
276.7402,17.7639,10.1005666666667,291.285,0.03,0.007,290.175,0.027,0.009,27.425,-114.95,276.420894444444
276.7482,17.9564,10.293,291.392,0.037,0.009,290.48,0.065,0.02,27.426,-114.951,276.428891666667
