DayOfYear,Hour,LocalSunTime,AirTemp,StdDevAirTemp,MeanUncertaintyAirTemp,skintemp,StdDevSkinTemp,MeanUncertaintySkinTemp,lat,long,localday
278.8352,20.0447,12.7018,298.725,0.093,0.023,301.209,0.042,0.013,22.8568,-110.1435,278.529245833333
278.8432,20.2371,12.89418,298.747,0.074,0.018,301.239,0.045,0.014,22.8552,-110.1438,278.537245
278.8513,20.431,13.08806,298.706,0.081,0.02,301.252,0.04,0.013,22.8536,-110.1441,278.545344166667
278.8593,20.6235,13.28054,298.759,0.077,0.019,301.136,0.049,0.016,22.852,-110.1444,278.553343333333
278.8673,20.8159,13.4729133333333,298.675,0.076,0.019,301.203,0.039,0.012,22.8504,-110.1448,278.561342222222
278.8753,21.0084,13.6653933333333,298.597,0.098,0.025,301.228,0.022,0.007,22.8488,-110.1451,278.569341388889
278.8914,21.3934,14.0503533333333,298.624,0.087,0.022,301.184,0.047,0.015,22.8456,-110.1457,278.585439722222
278.8994,21.5857,14.2426333333333,298.865,0.042,0.011,301.03,0.027,0.009,22.844,-110.146,278.593438888889
278.9074,21.7782,14.4353333333333,298.903,0.044,0.011,301.042,0.036,0.011,22.844,-110.143,278.601447222222
278.9154,21.9706,14.6278666666667,298.932,0.032,0.008,301.146,0.075,0.024,22.8435,-110.141,278.609452777778
278.9235,22.1643,14.8217,298.944,0.052,0.013,301.152,0.06,0.019,22.843,-110.139,278.617558333333
278.9315,22.3571,15.0146333333333,298.949,0.048,0.012,301.089,0.034,0.011,22.843,-110.137,278.625563888889
278.9396,22.5495,15.2071666666667,298.915,0.036,0.009,301.088,0.029,0.009,22.843,-110.135,278.633669444444
278.9476,22.7418,15.40158,298.925,0.073,0.018,301.239,0.029,0.009,22.8358,-110.1033,278.6417575
278.9556,22.9343,15.5961933333333,298.926,0.063,0.016,301.114,0.021,0.007,22.8287,-110.0716,278.649845555556
278.9636,23.1267,15.7907066666667,298.966,0.071,0.018,301.032,0.049,0.016,22.8215,-110.0399,278.657933611111
278.9716,23.3192,15.98532,299.38,0.088,0.022,301.949,0.041,0.013,22.8143,-110.0082,278.666021666667
278.9797,23.5132,16.1814533333333,299.425,0.095,0.024,301.903,0.034,0.011,22.8071,-109.9762,278.674210555556
278.9877,23.7056,16.3759666666667,300.039,0.065,0.016,302.187,0.046,0.014,22.7999,-109.9445,278.682298611111
279.0085,0.2054,16.88126,300.411,0.074,0.018,302.21,0.055,0.017,22.7813,-109.8621,278.7033275
279.0166,0.3979,17.0759,300.532,0.038,0.009,302.012,0.042,0.013,22.774,-109.83,278.711516666667
279.0246,0.5903,17.2705866666667,300.437,0.067,0.017,302.029,0.031,0.01,22.7727,-109.7957,278.719611944444
279.0326,0.7828,17.46538,300.519,0.077,0.019,301.856,0.046,0.014,22.7713,-109.7613,278.7277075
279.0406,0.9753,17.6601666666667,300.54,0.048,0.012,301.801,0.026,0.008,22.77,-109.727,278.735802777778
279.0486,1.1676,17.8548,300.596,0.035,0.009,301.418,0.033,0.01,22.771,-109.692,278.7439
279.0567,1.3615,18.0511,300.273,0.029,0.007,300.246,0.045,0.014,22.774,-109.656,278.7521
279.0648,1.5539,18.2459666666667,300.374,0.039,0.01,300.039,0.027,0.009,22.778,-109.619,278.760302777778
279.0728,1.7465,18.4411,300.181,0.039,0.01,299.999,0.036,0.012,22.782,-109.581,278.768408333333
279.0808,1.9389,18.63612,300.317,0.068,0.017,300.96,0.032,0.01,22.7823,-109.5417,278.7765175
279.0888,2.1313,18.8311466666667,300.611,0.051,0.013,301.523,0.069,0.022,22.7827,-109.5023,278.784626944444
279.0968,2.3237,19.0261666666667,300.617,0.059,0.015,301.978,0.016,0.005,22.783,-109.463,278.792736111111
279.1048,2.5162,19.2212666666667,300.65,0.057,0.014,302.043,0.038,0.012,22.784,-109.424,278.800844444444
279.1129,2.7086,19.4163466666667,300.698,0.068,0.017,301.995,0.035,0.011,22.7835,-109.3838,278.809056111111
279.1209,2.9012,19.6116,300.628,0.046,0.011,301.813,0.041,0.013,22.783,-109.344,278.817166666667
279.1289,3.0935,19.8066333333333,300.542,0.055,0.014,301.777,0.042,0.013,22.784,-109.303,278.825280555556
279.1369,3.2861,20.0019666666667,300.259,0.018,0.005,300.94,0.047,0.015,22.785,-109.262,278.833394444444
279.1449,3.4784,20.197,299.928,0.036,0.009,299.888,0.03,0.009,22.787,-109.221,278.841508333333
279.1531,3.675,20.3964,299.968,0.035,0.009,300.087,0.019,0.006,22.789,-109.179,278.849825
279.1612,3.8676,20.5918,300.022,0.024,0.006,300.233,0.021,0.007,22.792,-109.137,278.858041666667
279.1692,4.0601,20.7870333333333,300.07,0.028,0.007,300.152,0.029,0.009,22.794,-109.096,278.866155555556
279.1772,4.2524,20.9820666666667,300.043,0.04,0.01,300.083,0.025,0.008,22.797,-109.055,278.874269444444
279.1852,4.4459,21.1783,300.117,0.03,0.007,300.278,0.034,0.011,22.799,-109.014,278.882383333333
279.1933,4.6386,21.3737333333333,300.163,0.033,0.008,300.213,0.025,0.008,22.802,-108.973,278.890597222222
279.2013,4.8311,21.5689,300.242,0.025,0.006,300.189,0.042,0.013,22.805,-108.933,278.898708333333
279.2093,5.0236,21.7640666666667,300.266,0.033,0.008,300.316,0.047,0.015,22.807,-108.893,278.906819444444
279.2173,5.2162,21.9594,300.345,0.039,0.01,300.313,0.04,0.013,22.808,-108.852,278.914933333333
279.2253,5.4085,22.1544333333333,300.446,0.026,0.007,300.308,0.042,0.013,22.809,-108.811,278.923047222222
279.2334,5.601,22.3496666666667,300.472,0.024,0.006,300.214,0.062,0.02,22.81,-108.77,278.931261111111
279.2414,5.7934,22.5448,300.426,0.026,0.007,300.248,0.041,0.013,22.81,-108.729,278.939375
279.2494,5.9858,22.7399333333333,300.293,0.03,0.008,300.112,0.024,0.008,22.81,-108.688,278.947488888889
279.2574,6.1785,22.9353666666667,300.215,0.031,0.008,299.972,0.041,0.013,22.808,-108.647,278.955602777778
279.2654,6.3709,23.1304333333333,300.166,0.042,0.01,299.941,0.037,0.012,22.804,-108.607,278.963713888889
279.2735,6.5632,23.3254666666667,300.22,0.035,0.009,299.809,0.017,0.005,22.801,-108.566,278.971927777778
279.2815,6.7557,23.5206333333333,300.182,0.027,0.007,299.838,0.039,0.012,22.799,-108.526,278.980038888889
279.2895,6.9481,23.7157666666667,300.181,0.03,0.007,299.974,0.032,0.01,22.796,-108.485,278.988152777778
279.2975,7.1406,23.9109333333333,300.291,0.023,0.006,299.956,0.032,0.01,22.792,-108.445,278.996263888889
279.3055,7.3332,0.106266666666667,300.281,0.03,0.008,300.08,0.041,0.013,22.789,-108.404,279.004377777778
279.3136,7.5256,0.301333333333333,300.518,0.037,0.009,300.764,0.036,0.011,22.786,-108.364,279.012588888889
279.3216,7.7179,0.496166666666667,300.67,0.032,0.008,300.998,0.02,0.006,22.783,-108.326,279.020694444444
279.3297,7.9117,0.6925,300.84,0.038,0.009,301.45,0.031,0.01,22.782,-108.288,279.0289
279.3377,8.1042,0.887533333333334,301.15,0.043,0.011,302.377,0.038,0.012,22.782,-108.25,279.037005555556
279.3457,8.2967,1.0825,301.295,0.035,0.009,302.623,0.023,0.007,22.782,-108.213,279.045108333333
279.3538,8.4905,1.27888666666667,301.397,0.067,0.017,302.913,0.044,0.014,22.782,-108.1742,279.053316111111
279.3618,8.6843,1.47524666666667,301.387,0.075,0.019,302.971,0.029,0.009,22.782,-108.1358,279.061422777778
279.3699,8.8768,1.67033333333333,301.472,0.033,0.008,302.97,0.037,0.012,22.782,-108.097,279.069630555556
279.3779,9.0692,1.86526666666667,301.512,0.037,0.009,302.909,0.043,0.013,22.783,-108.059,279.077736111111
279.3859,9.2617,2.06036666666667,301.476,0.038,0.01,302.785,0.055,0.017,22.783,-108.02,279.085844444444
279.3939,9.4542,2.25426666666667,301.482,0.042,0.01,302.778,0.047,0.015,22.783,-107.999,279.093902777778
279.402,9.6481,2.4481,301.415,0.05,0.012,302.797,0.013,0.004,22.783,-108,279.102
279.41,9.8404,2.6404,301.468,0.056,0.014,302.821,0.034,0.011,22.783,-108,279.11
279.418,10.0329,2.8329,301.451,0.06,0.015,302.822,0.032,0.01,22.783,-108,279.118
279.4261,10.2253,3.0253,301.436,0.062,0.015,302.764,0.041,0.013,22.783,-108,279.1261
279.4341,10.4178,3.2178,301.5,0.04,0.01,302.786,0.023,0.007,22.783,-108,279.1341
279.4421,10.6116,3.4116,301.513,0.055,0.014,302.826,0.033,0.011,22.783,-108,279.1421
279.4502,10.8041,3.6041,301.529,0.052,0.013,302.784,0.027,0.008,22.783,-108,279.1502
279.4583,10.9979,3.7979,301.587,0.053,0.013,302.8,0.032,0.01,22.783,-108,279.1583
279.4663,11.1904,3.9904,301.625,0.041,0.01,302.747,0.027,0.009,22.783,-108,279.1663
279.4743,11.3829,4.1829,301.614,0.037,0.009,302.748,0.026,0.008,22.783,-108,279.1743
279.4823,11.5753,4.3753,301.608,0.044,0.011,302.826,0.044,0.014,22.783,-108,279.1823
279.4903,11.7678,4.56793333333333,301.589,0.033,0.008,302.802,0.044,0.014,22.782,-107.998,279.190305555556
279.4984,11.9602,4.76246666666667,301.542,0.049,0.012,302.917,0.027,0.009,22.781,-107.966,279.198494444444
279.5144,12.3451,5.1525,301.564,0.04,0.01,302.923,0.048,0.015,22.782,-107.889,279.214708333333
279.5224,12.5376,5.34753333333333,301.566,0.033,0.008,302.841,0.035,0.011,22.783,-107.851,279.222813888889
279.5304,12.73,5.54246666666667,301.467,0.045,0.011,302.824,0.037,0.012,22.783,-107.813,279.230919444444
279.5545,13.3073,6.12736666666667,301.552,0.045,0.011,303.138,0.015,0.005,22.785,-107.699,279.255336111111
279.5626,13.5012,6.32386666666667,301.535,0.054,0.013,303.192,0.027,0.009,22.784,-107.66,279.263544444444
279.5706,13.6937,6.51896666666667,301.596,0.054,0.013,303.245,0.028,0.009,22.784,-107.621,279.271652777778
279.5786,13.8861,6.71396666666667,301.646,0.058,0.015,303.261,0.033,0.011,22.784,-107.582,279.279761111111
279.5866,14.0786,6.90906666666667,301.697,0.052,0.013,303.248,0.052,0.016,22.783,-107.543,279.287869444444
279.5946,14.2709,7.10396666666667,301.758,0.058,0.014,303.233,0.038,0.012,22.783,-107.504,279.295977777778
279.6027,14.4649,7.30056666666667,301.787,0.05,0.012,303.047,0.059,0.019,22.783,-107.465,279.304186111111
279.6107,14.6573,7.49556666666667,301.851,0.035,0.009,303.175,0.033,0.01,22.783,-107.426,279.312294444444
279.6187,14.8498,7.6906,301.922,0.032,0.008,303.176,0.029,0.009,22.783,-107.388,279.3204
279.6268,15.0422,7.88553333333333,302.093,0.039,0.01,303.102,0.048,0.015,22.784,-107.35,279.328605555556
279.6348,15.2348,8.08066666666667,302.108,0.038,0.009,302.966,0.02,0.006,22.784,-107.312,279.336711111111
279.6428,15.4271,8.2755,302.148,0.026,0.007,302.86,0.026,0.008,22.785,-107.274,279.344816666667
279.6508,15.6196,8.47046666666667,302.248,0.027,0.007,302.806,0.034,0.011,22.786,-107.237,279.352919444444
279.6588,15.812,8.6654,302.31,0.03,0.007,302.839,0.033,0.011,22.787,-107.199,279.361025
279.6668,16.0045,8.85916666666667,302.779,0.042,0.011,302.736,0.038,0.012,22.791,-107.18,279.369077777778
279.6749,16.1971,9.05171333333333,302.861,0.075,0.019,302.844,0.023,0.007,22.7928,-107.1808,279.377175555556
279.6829,16.3895,9.24406666666667,302.7,0.062,0.015,302.674,0.025,0.008,22.7945,-107.1815,279.385173611111
279.6909,16.5818,9.43631333333333,302.839,0.062,0.015,302.82,0.026,0.008,22.7963,-107.1823,279.393171388889
279.6989,16.7743,9.62876666666667,302.663,0.041,0.01,302.807,0.04,0.013,22.798,-107.183,279.401169444444
279.7069,16.9667,9.82123333333333,302.706,0.046,0.012,302.817,0.045,0.014,22.801,-107.182,279.409172222222
279.715,17.1591,10.0136333333333,302.517,0.043,0.011,302.775,0.041,0.013,22.803,-107.182,279.417272222222
279.723,17.3518,10.2063333333333,302.479,0.042,0.01,302.837,0.063,0.02,22.805,-107.182,279.425272222222
279.731,17.5442,10.3987333333333,302.49,0.028,0.007,302.795,0.031,0.01,22.807,-107.182,279.433272222222
279.739,17.7365,10.5909666666667,302.538,0.052,0.013,302.837,0.04,0.013,22.809,-107.183,279.441269444444
279.7631,18.3152,11.16984,302.813,0.091,0.023,303.052,0.07,0.022,22.818,-107.1804,279.465376666667
279.7711,18.5078,11.3625,303.042,0.086,0.021,303.028,0.032,0.01,22.821,-107.1795,279.473379166667
279.7873,18.894,11.7488133333333,302.861,0.076,0.019,303.129,0.064,0.02,22.827,-107.1778,279.489583888889
279.7954,19.0889,11.9437733333333,302.381,0.062,0.016,303.453,0.032,0.01,22.83,-107.1769,279.497686388889
279.8034,19.2817,12.1366333333333,302.781,0.043,0.011,303.495,0.035,0.011,22.833,-107.176,279.505688888889
279.8115,19.4755,12.3304333333333,302.637,0.034,0.009,303.404,0.05,0.016,22.836,-107.176,279.513788888889
279.8195,19.6692,12.5241333333333,302.589,0.039,0.01,303.427,0.052,0.016,22.839,-107.176,279.521788888889
279.8276,19.8631,12.7180333333333,302.741,0.036,0.009,303.626,0.052,0.016,22.842,-107.176,279.529888888889
279.8357,20.057,12.9119333333333,303.037,0.083,0.021,303.689,0.031,0.01,22.8447,-107.176,279.537988888889
279.8438,20.2506,13.1055333333333,302.963,0.061,0.015,303.732,0.041,0.013,22.8474,-107.176,279.546088888889
279.8518,20.4443,13.2992333333333,302.675,0.037,0.009,303.477,0.053,0.017,22.85,-107.176,279.554088888889
279.86,20.6387,13.49368,302.774,0.067,0.017,303.285,0.031,0.01,22.853,-107.1753,279.562290833333
279.868,20.8321,13.68712,302.839,0.047,0.012,303.361,0.076,0.024,22.856,-107.1747,279.5702925
279.8761,21.0262,13.8812666666667,302.73,0.033,0.008,303.302,0.034,0.011,22.859,-107.174,279.578394444444
279.8841,21.2187,14.0738333333333,302.679,0.038,0.009,303.159,0.045,0.014,22.862,-107.173,279.586397222222
279.8922,21.4125,14.2676333333333,302.686,0.05,0.013,302.703,0.039,0.012,22.862,-107.173,279.594497222222
279.9002,21.6051,14.4602333333333,302.524,0.039,0.01,302.764,0.025,0.008,22.862,-107.173,279.602497222222
279.9083,21.799,14.6541533333333,302.846,0.084,0.021,302.853,0.038,0.012,22.8627,-107.1727,279.610598055556
279.9163,21.9912,14.84638,302.77,0.076,0.019,302.817,0.045,0.014,22.8633,-107.1723,279.618599166667
279.9244,22.1848,15.04,302.683,0.055,0.014,302.942,0.061,0.019,22.864,-107.172,279.6267
279.9325,22.3789,15.2342333333333,302.803,0.06,0.015,303.16,0.028,0.009,22.8655,-107.17,279.634805555556
279.9405,22.5723,15.4277666666667,302.825,0.043,0.011,303.212,0.024,0.007,22.867,-107.168,279.642811111111
279.9486,22.7663,15.6218333333333,302.691,0.042,0.01,302.96,0.055,0.018,22.868,-107.167,279.650913888889
279.9567,22.9602,15.8156666666667,302.29,0.055,0.014,303.071,0.043,0.013,22.868,-107.168,279.659011111111
279.9647,23.1529,16.0083,302.554,0.032,0.008,303.028,0.036,0.011,22.867,-107.169,279.667008333333
279.9728,23.3479,16.2047666666667,302.371,0.045,0.011,303.093,0.054,0.017,22.864,-107.147,279.675169444444
279.9809,23.5406,16.3994666666667,302.328,0.04,0.01,303.041,0.022,0.007,22.859,-107.117,279.683352777778
279.9889,23.7344,16.5953333333333,302.321,0.05,0.013,303.033,0.042,0.013,22.853,-107.086,279.691438888889
280.0086,0.2075,17.0731,302.301,0.039,0.01,302.994,0.049,0.015,22.84,-107.016,279.711333333333
280.0167,0.4005,17.2681,302.255,0.048,0.012,303.009,0.029,0.009,22.834,-106.986,279.719516666667
280.0247,0.5939,17.4635,302.328,0.029,0.007,302.654,0.034,0.011,22.828,-106.956,279.7276
280.0489,1.174,18.0493333333333,302.514,0.035,0.009,303.251,0.029,0.009,22.811,-106.87,279.752038888889
280.057,1.3678,18.2445333333333,302.516,0.031,0.008,303.422,0.03,0.009,22.807,-106.849,279.760197222222
280.065,1.5605,18.4386333333333,302.56,0.032,0.008,303.479,0.058,0.018,22.804,-106.828,279.768255555556
280.0731,1.7541,18.6336333333333,302.593,0.039,0.01,303.391,0.058,0.018,22.8,-106.807,279.776413888889
280.0811,1.9465,18.8274333333333,302.537,0.036,0.009,303.404,0.052,0.016,22.795,-106.786,279.784472222222
280.0892,2.1407,19.0230333333333,302.509,0.036,0.009,303.397,0.032,0.01,22.79,-106.765,279.792630555556
280.0973,2.3345,19.2182333333333,302.51,0.037,0.009,303.321,0.042,0.013,22.786,-106.744,279.800788888889
280.1053,2.5268,19.412,302.49,0.039,0.01,303.28,0.046,0.015,22.782,-106.722,279.80885
280.1133,2.7203,19.6069,302.572,0.046,0.011,303.274,0.038,0.012,22.778,-106.701,279.816908333333
280.1215,2.9156,19.8036666666667,302.593,0.035,0.009,303.276,0.022,0.007,22.773,-106.679,279.825169444444
280.1297,3.1125,20.0020333333333,302.445,0.044,0.011,303.251,0.061,0.019,22.768,-106.657,279.833430555556
280.1377,3.3049,20.1958333333333,302.454,0.033,0.008,303.404,0.044,0.014,22.762,-106.636,279.841488888889
280.1458,3.4987,20.3911,302.494,0.026,0.006,303.434,0.032,0.01,22.757,-106.614,279.84965
280.1539,3.6926,20.5864,302.453,0.038,0.01,303.387,0.028,0.009,22.751,-106.593,279.857808333333
280.1619,3.8851,20.7803666666667,302.531,0.022,0.005,303.35,0.037,0.012,22.745,-106.571,279.865869444444
280.17,4.0789,20.9756333333333,302.488,0.031,0.008,303.32,0.035,0.011,22.739,-106.549,279.874030555556
280.178,4.2724,21.1705333333333,302.545,0.049,0.012,303.327,0.054,0.017,22.734,-106.528,279.882088888889
280.186,4.4651,21.3647,302.462,0.043,0.011,303.274,0.04,0.013,22.728,-106.506,279.89015
280.1941,4.659,21.5600666666667,302.41,0.03,0.007,303.08,0.04,0.013,22.723,-106.484,279.898311111111
280.2021,4.8515,21.7540333333333,302.444,0.024,0.006,303.113,0.048,0.015,22.717,-106.462,279.906372222222
280.2102,5.0441,21.9481,302.338,0.023,0.006,303.041,0.032,0.01,22.711,-106.44,279.914533333333
280.2182,5.2362,22.1416666666667,302.408,0.034,0.009,303.124,0.013,0.004,22.706,-106.418,279.922594444444
280.2263,5.4303,22.3372333333333,302.407,0.049,0.012,303.379,0.026,0.008,22.701,-106.396,279.930755555556
280.2343,5.6226,22.5309333333333,302.451,0.041,0.01,303.426,0.043,0.014,22.698,-106.375,279.938813888889
280.2423,5.8165,22.7263666666667,302.441,0.052,0.013,303.512,0.024,0.008,22.695,-106.352,279.946877777778
280.2504,6.0104,22.9216666666667,302.43,0.057,0.014,303.448,0.043,0.014,22.692,-106.331,279.955036111111
280.2585,6.2027,23.1154333333333,302.446,0.041,0.01,303.474,0.018,0.006,22.689,-106.309,279.963197222222
280.2665,6.3966,23.3107333333333,302.406,0.04,0.01,303.482,0.024,0.008,22.686,-106.288,279.971255555556
280.2745,6.5891,23.5046333333333,302.433,0.037,0.009,303.46,0.041,0.013,22.685,-106.267,279.979313888889
280.2826,6.7829,23.6998333333333,302.394,0.041,0.01,303.417,0.043,0.014,22.684,-106.246,279.987472222222
280.2907,6.9767,23.8950333333333,302.382,0.056,0.014,303.428,0.039,0.012,22.682,-106.225,279.995630555556
280.2987,7.1692,0.088933333333334,302.41,0.049,0.012,303.476,0.042,0.013,22.681,-106.204,280.003688888889
280.3068,7.363,0.2842,302.366,0.047,0.012,303.361,0.025,0.008,22.679,-106.182,280.01185
280.3148,7.5566,0.479133333333333,302.407,0.041,0.01,303.355,0.026,0.008,22.676,-106.162,280.019905555556
280.323,7.7519,0.675766666666667,302.418,0.046,0.011,303.443,0.046,0.015,22.672,-106.142,280.028161111111
280.3311,7.9458,0.871066666666668,302.375,0.041,0.01,303.397,0.022,0.007,22.667,-106.121,280.036319444444
280.3391,8.1397,1.06636,302.388,0.035,0.009,303.378,0.073,0.023,22.6625,-106.1001,280.0443775
280.3472,8.3335,1.26156666666667,302.382,0.025,0.006,303.313,0.043,0.013,22.658,-106.079,280.052536111111
280.3553,8.5262,1.45573333333333,302.421,0.042,0.011,303.394,0.042,0.013,22.654,-106.057,280.060697222222
280.3633,8.7199,1.65083333333333,302.429,0.042,0.011,303.339,0.026,0.008,22.649,-106.036,280.068755555556
280.3714,8.9138,1.84613333333333,302.328,0.042,0.011,303.285,0.037,0.012,22.645,-106.015,280.076913888889
280.3794,9.1062,2.03993333333333,302.104,0.041,0.01,303.125,0.044,0.014,22.64,-105.994,280.084972222222
280.3875,9.2987,2.23383333333333,301.933,0.055,0.014,303.232,0.038,0.012,22.635,-105.973,280.093130555556
280.3955,9.4913,2.42776666666667,301.854,0.056,0.014,303.178,0.026,0.008,22.631,-105.953,280.101186111111
280.4035,9.6837,2.62116,301.833,0.063,0.016,303.314,0.016,0.005,22.6221,-105.9381,280.1092275
280.4116,9.8775,2.81596666666667,302.028,0.05,0.013,303.237,0.04,0.013,22.613,-105.923,280.117369444444
280.4196,10.0699,3.00836666666667,302.374,0.036,0.009,303.215,0.049,0.015,22.594,-105.923,280.125369444444
280.4276,10.2634,3.2018,302.405,0.046,0.011,303.454,0.04,0.013,22.573,-105.924,280.133366666667
280.4357,10.4562,3.39466666666667,302.462,0.062,0.016,303.66,0.016,0.005,22.553,-105.923,280.141469444444
280.4438,10.6499,3.58843333333333,302.425,0.04,0.01,303.45,0.027,0.008,22.533,-105.922,280.149572222222
280.4518,10.8438,3.7824,302.377,0.053,0.013,303.582,0.02,0.006,22.513,-105.921,280.157575
280.46,11.0388,3.97746666666667,302.399,0.046,0.011,303.401,0.042,0.013,22.492,-105.92,280.165777777778
280.468,11.2327,4.17136666666667,302.325,0.042,0.011,303.391,0.042,0.013,22.471,-105.92,280.173777777778
280.4761,11.4267,4.36536666666667,302.409,0.056,0.014,303.516,0.046,0.014,22.45,-105.92,280.181877777778
280.4842,11.6203,4.55896666666667,302.381,0.046,0.012,303.461,0.056,0.018,22.429,-105.92,280.189977777778
280.4923,11.8145,4.75316666666667,302.42,0.046,0.012,303.604,0.023,0.007,22.407,-105.92,280.198077777778
280.5003,12.007,4.94566666666667,302.377,0.037,0.009,303.489,0.029,0.009,22.387,-105.92,280.206077777778
280.5083,12.1993,5.13796666666667,302.343,0.037,0.009,303.438,0.052,0.017,22.367,-105.92,280.214077777778
280.5164,12.3931,5.3319,302.343,0.043,0.011,303.385,0.035,0.011,22.347,-105.918,280.222183333333
280.5244,12.5856,5.52453333333333,302.39,0.049,0.012,303.478,0.049,0.016,22.326,-105.916,280.230188888889
280.5325,12.7794,5.71846666666667,302.348,0.044,0.011,303.478,0.025,0.008,22.306,-105.914,280.238294444444
280.5406,12.9731,5.91223333333333,302.33,0.039,0.01,303.413,0.035,0.011,22.285,-105.913,280.246397222222
280.5486,13.1657,6.10496666666667,302.34,0.035,0.009,303.409,0.022,0.007,22.253,-105.911,280.254402777778
280.5566,13.3594,6.29886666666667,302.364,0.048,0.012,303.392,0.054,0.017,22.217,-105.908,280.262411111111
280.5647,13.5522,6.4918,302.402,0.042,0.01,303.378,0.058,0.018,22.181,-105.906,280.270516666667
280.5727,13.7456,6.68533333333333,302.378,0.044,0.011,303.438,0.042,0.013,22.144,-105.904,280.278522222222
280.6049,14.5184,7.46366666666667,301.903,0.057,0.014,303.332,0.041,0.013,22.06,-105.821,280.310952777778
280.6129,14.7107,7.65772,301.575,0.056,0.014,303.009,0.031,0.01,22.0491,-105.7947,280.319025833333
280.621,14.9047,7.8535,301.737,0.043,0.011,303.219,0.045,0.014,22.038,-105.768,280.3272
280.6291,15.0973,8.0461,301.83,0.044,0.011,303.179,0.048,0.015,22.039,-105.768,280.3353
280.6371,15.2896,8.2384,301.987,0.032,0.008,303.232,0.034,0.011,22.038,-105.768,280.3433
280.6451,15.4835,8.4323,302.144,0.03,0.008,303.315,0.047,0.015,22.038,-105.768,280.3513
280.6532,15.6757,8.6245,302.185,0.042,0.011,303.291,0.036,0.011,22.038,-105.768,280.3594
280.6612,15.8697,8.81843333333333,302.668,0.056,0.014,303.42,0.07,0.022,22.038,-105.769,280.367397222222
280.6693,16.0633,9.01203333333334,302.498,0.031,0.008,303.333,0.055,0.017,22.038,-105.769,280.375497222222
280.6773,16.2562,9.20493333333333,302.552,0.042,0.01,303.46,0.061,0.019,22.038,-105.769,280.383497222222
280.6854,16.4499,9.39863333333333,302.728,0.055,0.014,303.672,0.031,0.01,22.04,-105.769,280.391597222222
280.6934,16.6423,9.59100666666667,302.964,0.086,0.021,303.637,0.035,0.011,22.0412,-105.7694,280.399596111111
280.7014,16.8347,9.78338,302.888,0.076,0.019,303.705,0.037,0.012,22.0424,-105.7698,280.407595
280.7095,17.0274,9.97605333333333,302.782,0.061,0.015,303.662,0.031,0.01,22.0436,-105.7702,280.415693888889
280.7176,17.2211,10.1697266666667,303.137,0.087,0.022,303.855,0.074,0.023,22.0448,-105.7706,280.423792777778
280.7256,17.4148,10.3634,303.049,0.042,0.01,303.853,0.013,0.004,22.046,-105.771,280.431791666667
280.7337,17.6085,10.5571,303.018,0.034,0.009,304.01,0.017,0.005,22.047,-105.771,280.439891666667
280.7417,17.8012,10.7498,303.128,0.051,0.013,304.025,0.044,0.014,22.049,-105.771,280.447891666667
280.7498,17.9964,10.9449333333333,303.246,0.057,0.014,304.207,0.043,0.014,22.05,-105.772,280.455988888889
280.7579,18.1889,11.1374333333333,303.083,0.059,0.015,304.187,0.042,0.013,22.051,-105.772,280.464088888889
280.766,18.3829,11.3313666666667,303.09,0.046,0.012,304.266,0.031,0.01,22.053,-105.773,280.472186111111
280.774,18.5762,11.5246466666667,303.112,0.063,0.016,304.306,0.032,0.01,22.0537,-105.7733,280.480185277778
280.7821,18.7703,11.71872,303.066,0.07,0.017,303.852,0.056,0.018,22.0543,-105.7737,280.488284166667
280.7901,18.9627,11.9111,303.052,0.031,0.008,304.246,0.026,0.008,22.055,-105.774,280.496283333333
280.7982,19.1565,12.1049,303.181,0.056,0.014,304.126,0.051,0.016,22.056,-105.774,280.504383333333
280.8063,19.352,12.30042,303,0.06,0.015,303.953,0.042,0.013,22.0573,-105.7737,280.512484166667
280.8145,19.5468,12.4952333333333,303.123,0.073,0.018,304.058,0.046,0.015,22.0585,-105.7735,280.520684722222
280.8225,19.7406,12.6890466666667,303.037,0.065,0.016,303.973,0.029,0.009,22.0597,-105.7733,280.528685277778
280.8306,19.9333,12.8817666666667,302.992,0.032,0.008,304.069,0.025,0.008,22.061,-105.773,280.536786111111
280.8386,20.1273,13.0757666666667,302.886,0.043,0.011,303.78,0.028,0.009,22.061,-105.773,280.544786111111
280.8467,20.3201,13.2685666666667,302.944,0.041,0.01,304.169,0.054,0.017,22.061,-105.773,280.552886111111
280.8547,20.5137,13.4621666666667,302.899,0.034,0.008,304.16,0.04,0.013,22.061,-105.773,280.560886111111
280.8628,20.7072,13.6556666666667,302.891,0.031,0.008,304.189,0.021,0.007,22.063,-105.773,280.568986111111
280.8709,20.901,13.8495333333333,303.059,0.042,0.011,303.981,0.04,0.013,22.066,-105.772,280.577088888889
280.879,21.0949,14.0435,303.046,0.036,0.009,304.083,0.047,0.015,22.065,-105.771,280.585191666667
280.887,21.2888,14.2375333333333,303.035,0.031,0.008,303.98,0.02,0.006,22.064,-105.769,280.593197222222
280.8951,21.4837,14.4325,303.082,0.035,0.009,304.006,0.028,0.009,22.063,-105.768,280.6013
280.9032,21.6765,14.6253666666667,303.208,0.026,0.006,304.101,0.04,0.013,22.06,-105.767,280.609402777778
280.9113,21.8716,14.8205333333333,303.184,0.034,0.008,304.204,0.053,0.017,22.058,-105.766,280.617505555555
